Tipo_esercizio_storico_pe,Insegna,Tipo_via,Descrizione_via,Civico,Codice_via,ZD,Forma_vendita,Settore_storico_pe,Superficie_somministrazione,Isolato,Forma_commercio_solo_somministrazione_boolean,Forma_commercio_somministrazione/minuto_boolean,Forma_commercio_prev_somministrazione_boolean,Forma_commercio_prev_minuto_boolean,Ingresso
bar caffetteria,unspecified,VIA,TEODOSIO,460,2550,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,40.0,37,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TERTULLIANO,350,4094,4,al banco,bar caffetteria;bar gastronomici e simili;ristorante;trattoria,80.0,147,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TEULIE' PIETRO,200,4040,5,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,53.0,100,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,THAON DI REVEL GENOVA,30,1172,9,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,36.0,213,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TIEPOLO GIAN BATTISTA,10,3126,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,63.0,142,True,False,True,False,PIAZZA ASCOLI
bar caffetteria,unspecified,VIA,TIRABOSCHI GEROLAMO,40,4072,4,al banco,bar caffetteria;bigliardino elettrico;carte;gioco video;tavola fredda,35.0,166,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TITO LIVIO,200,4086,4,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,32.0,146,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TITO LIVIO,210,4086,4,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,34.0,124,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TIVOLI,20,712,1,misto,"bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,self service,fast food;tavola fredda",128.0,243,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TIZIANO,190,6380,8,misto,bar caffetteria;bar gastronomici e simili,142.0,165,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TIZIANO,50,6380,8,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,24.0,164,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TOLSTOI LEONE,490,5133,6,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria,45.0,149,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TONALE,260,1213,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,35.0,200,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TONALE,40,1213,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,81.0,202,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TORRIANI NAPO,300,2126,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,73.0,53,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TORRICELLI EVANGELISTA,30,5240,5,misto,"bar caffetteria;bigliardino elettrico;calcio da tavolo;carte;gioco video;ristorante;trattoria;wine,birreria,pub,enoteca,caffetteria,the",135.0,127,True,False,True,False,LISTA N. 3
bar caffetteria,unspecified,VIA,TORRICELLI EVANGELISTA,50,5240,5,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",148.0,127,True,False,True,False,LISTA N. 5
bar caffetteria,unspecified,VIA,TORTONA,120,5124,6,al banco,bar caffetteria;cibi cotti;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,55.0,36,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TORTONA,260,5124,6,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,40.0,34,False,True,False,True,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TRAIANO MARCO ULPIO,640,7157,9,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,49.0,322,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TRECCANI DEGLI ALFIERI GIOVANNI,200,5462,5,al banco,bar caffetteria;bar gastronomici e simili;giochi legge 388/2000,44.0,40,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,TRIVULZIO ANTONIO TOLOMEO,140,6277,7,al banco,bar caffetteria;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,63.0,7,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,URBANO III,10,588,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,53.0,334,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,USSI STEFANO,10,1437,9,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,57.0,164,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL BAVONA,50,6664,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,39.0,90,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL DI BONDO,160,1648,9,al banco,bar caffetteria;giochi legge 388/2000;tavola fredda,92.0,33,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL DI FIEMME,360,2478,2,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,29.0,109,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL DI LEDRO,110,1532,9,al banco,bar caffetteria;bar gastronomici e simili,28.0,67,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL DI SOLE,220,4295,5,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,94.0,166,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALFURVA,20,1168,9,al banco,bar caffetteria;bigliardino elettrico;carte;gioco video,29.0,130,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL GARDENA,250,2304,2,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria e simili;ristorante,49.0,109,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLAZZE,260,2250,3,al banco,bar caffetteria;giochi legge 388/2000;tavola fredda,71.0,44,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLAZZE,620,2250,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,38.0,48,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLAZZE,660,2250,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,40.0,48,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLAZZE,740,2250,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,35.0,49,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLAZZE,860,2250,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,28.0,53,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALLE ISORNO,20,6792,7,al banco,bar caffetteria;gioco video;tavola fredda,55.0,143,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALTELLINA,180,1188,9,al banco,bar caffetteria;cibi cotti preconfezionati;giochi legge 388/2000,42.0,250,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALTELLINA,400,1188,9,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,95.0,205,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VAL TROMPIA,490,7494,8,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,45.0,31,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALVASSORI PERONI CARLO,610,2580,3,misto,bar caffetteria;bar gastronomici e simili;giochi legge 388/2000;tavola fredda,57.0,104,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VALVASSORI PERONI CARLO,720,2580,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,46.0,89,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VARESE,60,1031,1,al banco,bar caffetteria;tavola fredda,28.0,4,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VARESINA,2050,7290,8,al banco,bar caffetteria;bar gastronomici e simili,42.0,149,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VARESINA,640,7290,8,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,144.0,255,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VARESINA,920,7290,8,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,75.0,237,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VARSAVIA,40,3368,4,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,172.0,109,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VEGLIA,490,1337,9,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,30.0,81,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VENEZIANO DOMENICO,90,4190,4,al banco,bar caffetteria;giochi legge 388/2000;tavola fredda,86.0,29,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VENIERO SEBASTIANO,160,6423,8,al banco,"bar caffetteria;elettronica,automatica,meccanica;giochi legge 388/2000;tavola fredda",24.0,164,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VENINI GIULIO E CORRADO,350,2258,2,al banco,bar caffetteria;bar gastronomici e simili;giochi legge 388/2000;prodotti di gastronomia,70.0,341,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VENINI GIULIO E CORRADO,630,2258,2,al banco,bar caffetteria;prodotti di gastronomia;tavola fredda,68.0,329,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VENINI GIULIO E CORRADO,640,2258,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000,47.0,330,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VERDI GIUSEPPE,130,118,1,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,70.0,311,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VETERE,140,5185,1,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,94.0,126,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VETERE,60,5185,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,61.0,216,True,False,True,False,C.SO DI PORTA TIC.
bar caffetteria,unspecified,VIA,VICO GIAN BATTISTA,140,6219,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,40.0,225,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,10,5116,6,misto,"bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda;wine,birreria,pub,enoteca,caffetteria,the",128.0,57,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,10,5116,6,al banco,"bar caffetteria;elettronica,automatica,meccanica;tavola fredda",26.0,57,False,False,False,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,20,5116,6,self service,bar caffetteria;giochi legge 388/2000;prodotti di gastronomia,57.0,56,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,350,5116,6,al banco,bar gastronomici e simili,49.0,51,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,450,5116,6,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,79.0,51,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGEVANO,90,5116,6,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;wine,birreria,pub,enoteca,caffetteria,the",111.0,57,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGNA,60,636,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,66.0,256,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIGNOLI TITO,300,5134,6,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,26.0,150,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VILLORESI EUGENIO,330,5145,6,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,252.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIOTTI GIOVANNI BATTISTA,250,2581,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria,50.0,85,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIPACCO,40,2444,2,al banco,bar caffetteria;prodotti di gastronomia;tavola fredda,55.0,30,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VITRUVIO,390,2134,3,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,46.0,56,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VITRUVIO,470,2134,2,misto,bar caffetteria;ristorante,152.0,53,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VITTADINI CARLO,60,4055,5,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,31.0,104,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VIVIANI VINCENZO,20,1185,9,al banco,bar caffetteria;bigliardino elettrico;gioco video,40.0,305,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VOLTURNO,350,1135,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,384.0,281,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VOLVINIO,340,5333,5,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,31.0,37,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,VOLVINIO,480,5333,5,al banco,bar gastronomici e simili,85.0,38,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,WASHINGTON GIORGIO,600,6111,7,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,68.0,253,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,WASHINGTON GIORGIO,880,6111,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,96.0,304,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,WASHINGTON GIORGIO,90,6111,7,al banco,"bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda;tavola calda,self service,fast food;tavola fredda",90.0,229,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ZANELLA GIACOMO,270,3257,4,al banco,bar caffetteria;giochi legge 388/2000;tavola fredda,28.0,244,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ZANOLI ALESSANDRO,300,1548,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,56.0,147,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ZURETTI GIANFRANCO,490,1216,2,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,51.0,142,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ZURETTI GIANFRANCO,570,1216,2,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,63.0,135,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,ZURIGO,240,6318,7,al banco,bar caffetteria;carte;giochi legge 388/2000;tavola fredda,29.0,213,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VIA,DELLA ROBBIA LUCA,80,6349,8,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,34.0,168,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ABRUZZI,230,2177,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria,57.0,51,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ABRUZZI,620,2177,3,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;pizzeria;pizzeria e simili;ristorante,83.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ABRUZZI,760,2177,3,al banco,bar caffetteria;trattoria,67.0,63,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ABRUZZI,920,2177,3,al banco,bar caffetteria;cibi cotti preconfezionati,52.0,24,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ARETUSA,210,6565,7,al banco,bar caffetteria;bar gastronomici e simili;prodotti di gastronomia;tavola fredda,66.0,287,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ARGONNE,30,3254,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,48.0,189,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ARGONNE,530,3254,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,43.0,199,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,ARGONNE,540,3254,4,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati,72.0,223,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BACCHIGLIONE,20,4171,4,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;seconda bottiglia;tavola fredda,98.0,26,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BEATRICE D'ESTE,490,4048,1,misto,bar caffetteria;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,60.0,43,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BEZZI ERGISTO,50,6272,7,al banco,bar caffetteria;bar gastronomici e simili;bigliardino elettrico;cibi cotti preconfezionati;gioco video;tavola fredda,50.0,208,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BLIGNY,20,4045,5,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,29.0,101,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BLIGNY,540,4045,5,misto,"bar caffetteria;carte;elettronica,automatica,meccanica;gioco video;trattoria",52.0,109,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,BRIANZA,140,2263,2,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;osteria;prodotti di gastronomia,32.0,355,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CA' GRANDA,16,1443,9,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;tavola calda,58.0,130,False,False,True,False,VIA E. DE MARTINO
bar caffetteria,unspecified,VLE,CA' GRANDA,20,1443,9,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000,49.0,140,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CAMPANIA,260,3100,4,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,35.0,243,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CASSIODORO,120,6359,8,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,27.0,151,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CATERINA DA FORLI',70,6611,6,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,32.0,31,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CERTOSA,1000,7174,8,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda",57.0,93,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CERTOSA,1250,7174,8,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,64.0,230,True,False,True,False,VIA ANIENE
bar caffetteria,unspecified,VLE,CERTOSA,1250,7174,8,al banco,bar caffetteria;bar gastronomici e simili;tavola fredda,84.0,230,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CERTOSA,1800,7174,8,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;ristorante,88.0,190,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,COL DI LANA,10,5198,5,al banco,bar caffetteria;cibi cotti;ristorante,30.0,86,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,COL DI LANA,30,5198,5,misto,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;ristorante;trattoria,64.0,86,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,COL DI LANA,80,5198,5,al banco,"bar caffetteria;bar,pasticceria,gelateria,cremeria,creperia;genere merceologico soggetto ad autorizzazione sanitaria",48.0,96,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CONI ZUGNA,500,5110,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,70.0,27,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CONI ZUGNA,540,5110,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,56.0,27,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CONI ZUGNA,580,5110,6,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;giochi legge 388/2000;tavola fredda,37.0,37,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CORSICA,160,3262,4,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria,90.0,265,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CRISPI FRANCESCO,20,1063,1,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,117.0,318,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,CRISPI FRANCESCO,50,1063,1,misto,"bar caffetteria;bar gastronomici e simili;disco piano american bar serali;discoteche,sale ballo notturni;genere merceologico soggetto ad autorizzazione sanitaria;giochi legge 38;giochi legge 388/2000;sale da ballo, locali notturni;tavola fredda",136.0,4,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,D'ANNUNZIO GABRIELE,250,5170,1,misto,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,32.0,53,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DELLE RIMEMBRANZE DI LAMBRATE,350,2664,3,al banco,bar caffetteria;genere merceologico soggetto ad autorizzazione sanitaria;tavola fredda,47.0,115,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DELLE RIMEMBRANZE DI LAMBRATE,90,2664,3,al banco,"bar caffetteria;elettronica,automatica,meccanica",26.0,113,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DI PORTA VERCELLINA,20,6213,1,misto,"bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;tavola calda,self service,fast food;tavola fredda",171.0,237,False,True,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DORIA ANDREA,140,2230,3,al banco,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia;tavola fredda,34.0,31,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DORIA ANDREA,160,2230,3,misto,bar caffetteria;bar gastronomici e simili;genere merceologico soggetto ad autorizzazione sanitaria;prodotti di gastronomia,40.0,16,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DORIA ANDREA,500,2230,3,self service,"bar caffetteria;cibi cotti preconfezionati;tavola calda,self service,fast food",242.0,7,True,False,True,False,ACCESSO ESTERNO
bar caffetteria,unspecified,VLE,DORIA ANDREA,560,2230,3,al banco,bar caffetteria;bar gastronomici e simili;cibi cotti preconfezionati,40.0,7,True,False,True,False,GALLERIA
